Order_ID,Order_Date,Region,Shipping_Mode,Product_Category,Customer_Segment,Shipment_Volume,Distance_km,Weather_Risk,Traffic_Index,Warehouse_Load,Scheduled_Days,Actual_Delivery_Days,Delivery_Delay_Days,Late_Delivery,Transport_Cost,Order_Value,Inventory_Units,Stockout
ORD-100771,2025-07-07 05:17:58.318879252,East,Second Class,Home & Kitchen,Corporate,18,1022,Low,51.7,64.0,4.8,5.9,1.1,1,160.46,1088.34,311,0
ORD-100772,2025-07-07 11:07:38.705803868,East,First Class,Sports,Corporate,11,858,High,77.9,100.0,4.2,7.9,3.7,1,145.2,1409.98,186,0
ORD-100773,2025-07-07 16:57:19.092728486,West,First Class,Home & Kitchen,Corporate,6,221,Medium,55.1,69.9,2.8,3.7,0.9,1,79.38,348.51,392,0
ORD-100774,2025-07-07 22:46:59.479653102,North,First Class,Home & Kitchen,Retail,3,743,Low,32.4,51.2,3.5,4.1,0.6,1,92.75,305.52,569,0
ORD-100775,2025-07-08 04:36:39.866577718,West,Standard Class,Clothing,Wholesale,3,364,Low,50.4,71.5,3.8,4.8,1.0,1,80.96,271.34,60,0
ORD-100776,2025-07-08 10:26:20.253502334,East,Second Class,Sports,Retail,19,419,Low,17.4,56.7,3.3,3.6,0.3,1,113.5,935.87,365,0
ORD-100777,2025-07-08 16:16:00.640426950,North,Standard Class,Electronics,Wholesale,20,1073,Medium,33.2,49.6,5.2,6.6,1.4,1,171.36,1421.75,547,0
ORD-100778,2025-07-08 22:05:41.027351568,West,First Class,Sports,Retail,8,1209,High,66.4,98.7,4.6,7.4,2.8,1,159.83,910.05,246,0
ORD-100779,2025-07-09 03:55:21.414276184,West,Second Class,Home & Kitchen,Wholesale,5,251,Low,50.5,82.1,3.2,3.0,-0.2,0,62.45,283.51,207,0
ORD-100780,2025-07-09 09:45:01.801200800,North,Standard Class,Electronics,Corporate,9,912,Low,71.6,70.5,4.9,6.9,2.0,1,152.69,1165.6,156,0
ORD-100781,2025-07-09 15:34:42.188125416,West,Standard Class,Home & Kitchen,Retail,3,645,Low,19.6,58.7,4.4,4.9,0.5,1,98.26,208.56,142,0
ORD-100782,2025-07-09 21:24:22.575050032,South,Standard Class,Home & Kitchen,Corporate,11,518,Low,50.6,60.0,4.2,4.7,0.5,1,124.58,1055.46,240,0
ORD-100783,2025-07-10 03:14:02.961974650,East,Second Class,Electronics,Retail,13,1075,Low,46.4,89.7,4.5,5.8,1.3,1,161.72,1251.55,465,0
ORD-100784,2025-07-10 09:03:43.348899266,West,Standard Class,Clothing,Retail,20,388,Low,72.2,69.9,3.9,4.4,0.5,1,125.78,1606.12,117,0
ORD-100785,2025-07-10 14:53:23.735823882,South,Standard Class,Home & Kitchen,Retail,7,1153,Low,67.1,20.0,5.4,6.4,1.0,1,182.44,715.4,146,0
ORD-100786,2025-07-10 20:43:04.122748498,West,First Class,Home & Kitchen,Wholesale,4,613,Low,66.6,100.0,3.8,4.6,0.8,1,86.42,440.95,599,0
ORD-100787,2025-07-11 02:32:44.509673114,South,First Class,Electronics,Retail,3,160,High,82.7,67.9,2.6,4.7,2.1,1,82.04,286.22,597,0
ORD-100788,2025-07-11 08:22:24.896597732,West,Standard Class,Clothing,Retail,8,1193,Low,48.4,70.5,5.5,6.0,0.5,1,183.67,741.39,143,0
ORD-100789,2025-07-11 14:12:05.283522348,East,Standard Class,Sports,Wholesale,13,1281,Low,79.0,82.4,5.7,6.8,1.1,1,197.65,1242.61,258,0
ORD-100790,2025-07-11 20:01:45.670446964,North,Same Day,Electronics,Retail,2,853,Medium,36.2,72.4,3.4,5.3,1.9,1,113.28,171.96,248,0
ORD-100791,2025-07-12 01:51:26.057371580,South,Second Class,Clothing,Retail,16,1092,High,35.5,77.0,5.0,7.5,2.5,1,192.4,700.49,185,0
ORD-100792,2025-07-12 07:41:06.444296196,South,Second Class,Electronics,Corporate,10,238,Low,68.5,58.2,3.4,4.2,0.8,1,86.59,508.85,100,0
ORD-100793,2025-07-12 13:30:46.831220814,North,Standard Class,Electronics,Wholesale,16,522,Low,27.9,45.3,4.4,5.0,0.6,1,117.45,1497.85,46,0
ORD-100794,2025-07-12 19:20:27.218145430,North,Standard Class,Clothing,Wholesale,10,538,Medium,65.3,69.5,4.3,5.9,1.6,1,110.91,1246.96,372,0
ORD-100795,2025-07-13 01:10:07.605070046,South,Standard Class,Sports,Retail,4,1151,Low,56.8,87.9,5.7,7.0,1.3,1,143.61,184.31,34,1
ORD-100796,2025-07-13 06:59:47.991994662,North,Second Class,Sports,Corporate,1,541,Medium,74.3,54.6,3.7,5.4,1.7,1,81.24,102.91,376,0
ORD-100797,2025-07-13 12:49:28.378919278,North,Standard Class,Home & Kitchen,Retail,12,1098,Low,53.9,53.4,5.6,6.6,1.0,1,180.52,740.29,66,0
ORD-100798,2025-07-13 18:39:08.765843896,East,Standard Class,Clothing,Retail,11,474,Low,56.0,84.5,4.2,5.4,1.2,1,102.43,986.24,101,0
ORD-100799,2025-07-14 00:28:49.152768512,East,Second Class,Electronics,Retail,17,909,Low,64.2,57.7,4.7,6.5,1.8,1,165.51,1832.97,12,1
ORD-100800,2025-07-14 06:18:29.539693128,East,Same Day,Electronics,Retail,18,330,Medium,43.1,58.4,2.4,4.0,1.6,1,99.5,1897.52,244,0
ORD-100801,2025-07-14 12:08:09.926617744,South,First Class,Electronics,Wholesale,4,847,Low,42.3,59.0,4.1,4.2,0.1,0,123.24,440.87,202,0
ORD-100802,2025-07-14 17:57:50.313542360,West,Standard Class,Clothing,Wholesale,7,139,Low,63.5,64.0,3.7,4.1,0.4,1,59.46,767.15,206,0
ORD-100803,2025-07-14 23:47:30.700466978,East,Standard Class,Electronics,Retail,5,1108,Low,54.5,39.8,5.0,6.0,1.0,1,135.05,242.73,193,0
ORD-100804,2025-07-15 05:37:11.087391594,North,Standard Class,Electronics,Retail,3,63,Medium,47.7,56.4,3.3,4.4,1.1,1,52.87,252.12,563,0
ORD-100805,2025-07-15 11:26:51.474316210,North,Standard Class,Electronics,Wholesale,1,1499,Low,53.5,68.7,5.5,6.4,0.9,1,184.22,104.84,263,0
ORD-100806,2025-07-15 17:16:31.861240826,East,Second Class,Sports,Corporate,2,1262,Medium,83.7,68.6,5.1,6.9,1.8,1,163.0,282.9,487,0
ORD-100807,2025-07-15 23:06:12.248165442,North,Standard Class,Sports,Retail,11,876,Medium,47.0,83.5,4.6,6.8,2.2,1,150.91,1229.39,147,0
ORD-100808,2025-07-16 04:55:52.635090060,South,Second Class,Home & Kitchen,Retail,4,1367,Low,46.5,94.4,5.2,6.5,1.3,1,166.02,221.88,295,0
ORD-100809,2025-07-16 10:45:33.022014676,West,First Class,Home & Kitchen,Retail,4,1217,High,24.3,89.2,5.1,7.4,2.3,1,148.13,268.94,47,0
ORD-100810,2025-07-16 16:35:13.408939292,North,Same Day,Clothing,Retail,3,231,Medium,54.2,79.6,2.6,3.5,0.9,1,78.73,241.67,162,0
ORD-100811,2025-07-16 22:24:53.795863908,North,Standard Class,Electronics,Retail,15,1122,Low,66.8,62.6,5.0,6.5,1.5,1,172.13,1930.8,51,0
ORD-100812,2025-07-17 04:14:34.182788526,West,Standard Class,Clothing,Retail,13,578,Low,70.1,55.0,4.4,5.0,0.6,1,137.66,607.79,22,1
ORD-100813,2025-07-17 10:04:14.569713142,East,Standard Class,Electronics,Wholesale,20,1287,Low,56.9,65.3,5.7,7.1,1.4,1,220.05,1817.76,117,0
ORD-100814,2025-07-17 15:53:54.956637758,North,Standard Class,Clothing,Retail,3,1299,Low,72.2,74.4,5.5,6.7,1.2,1,152.08,241.24,103,0
ORD-100815,2025-07-17 21:43:35.343562374,West,Standard Class,Clothing,Retail,5,1433,Low,68.2,78.2,5.8,6.9,1.1,1,170.16,525.0,196,0
ORD-100816,2025-07-18 03:33:15.730486990,West,Standard Class,Clothing,Retail,10,687,High,75.0,75.0,4.5,8.0,3.5,1,122.85,986.88,448,0
ORD-100817,2025-07-18 09:22:56.117411608,East,First Class,Electronics,Corporate,13,305,Medium,72.7,63.1,2.7,4.3,1.6,1,87.15,761.28,97,0
ORD-100818,2025-07-18 15:12:36.504336224,East,Standard Class,Sports,Retail,3,205,Low,83.3,77.6,3.4,4.2,0.8,1,64.89,335.11,370,0
ORD-100819,2025-07-18 21:02:16.891260840,South,Same Day,Home & Kitchen,Retail,5,265,Low,51.9,85.2,2.4,2.8,0.4,1,92.87,226.3,225,0
ORD-100820,2025-07-19 02:51:57.278185456,North,Standard Class,Home & Kitchen,Retail,9,1488,Low,31.1,79.1,5.9,7.7,1.8,1,176.97,1059.15,247,0
ORD-100821,2025-07-19 08:41:37.665110072,East,Standard Class,Sports,Wholesale,1,888,Low,66.9,64.5,4.7,6.1,1.4,1,137.11,81.78,554,0
ORD-100822,2025-07-19 14:31:18.052034690,South,Standard Class,Clothing,Corporate,8,541,Low,69.0,51.7,4.0,5.2,1.2,1,105.66,744.31,284,0
ORD-100823,2025-07-19 20:20:58.438959306,East,Standard Class,Electronics,Retail,16,685,High,83.3,51.3,4.4,7.1,2.7,1,171.79,1108.46,164,0
ORD-100824,2025-07-20 02:10:38.825883922,West,Standard Class,Sports,Retail,11,276,Medium,78.1,54.1,3.9,5.4,1.5,1,89.35,1030.5,150,0
ORD-100825,2025-07-20 08:00:19.212808538,North,Same Day,Clothing,Retail,9,865,Low,90.0,69.1,3.5,5.1,1.6,1,141.9,569.59,109,0
ORD-100826,2025-07-20 13:49:59.599733154,East,Standard Class,Electronics,Wholesale,10,650,Medium,66.2,73.3,4.7,6.2,1.5,1,114.27,910.02,483,0
ORD-100827,2025-07-20 19:39:39.986657772,North,Standard Class,Clothing,Corporate,19,1201,Low,59.1,42.4,5.3,6.4,1.1,1,187.22,715.83,402,0
ORD-100828,2025-07-21 01:29:20.373582388,West,Second Class,Home & Kitchen,Retail,11,51,Medium,30.1,56.9,2.9,3.4,0.5,1,88.71,777.83,167,0
ORD-100829,2025-07-21 07:19:00.760507004,North,Standard Class,Sports,Retail,11,1399,Low,60.5,68.9,5.7,7.3,1.6,1,196.57,1290.55,299,0
ORD-100830,2025-07-21 13:08:41.147431620,East,Second Class,Clothing,Wholesale,19,109,Low,45.1,50.6,3.1,2.9,-0.2,0,113.32,1504.0,308,0
ORD-100831,2025-07-21 18:58:21.534356236,East,Standard Class,Sports,Wholesale,4,638,Low,58.8,71.9,4.2,5.3,1.1,1,91.3,348.86,37,0
ORD-100832,2025-07-22 00:48:01.921280854,South,First Class,Clothing,Retail,2,524,Low,56.0,60.1,3.7,4.5,0.8,1,99.52,203.82,546,0
ORD-100833,2025-07-22 06:37:42.308205470,East,Standard Class,Clothing,Retail,9,1083,Low,63.5,53.4,4.9,6.0,1.1,1,147.32,718.74,474,0
ORD-100834,2025-07-22 12:27:22.695130086,East,Standard Class,Clothing,Retail,7,994,Low,53.2,65.9,5.3,6.5,1.2,1,128.73,851.43,325,0
ORD-100835,2025-07-22 18:17:03.082054702,East,Second Class,Clothing,Wholesale,5,311,Medium,71.8,71.3,3.4,4.8,1.4,1,86.42,375.91,432,0
ORD-100836,2025-07-23 00:06:43.468979318,East,First Class,Sports,Wholesale,3,746,Medium,10.0,51.4,3.9,4.7,0.8,1,110.45,396.01,74,0
ORD-100837,2025-07-23 05:56:23.855903936,West,Standard Class,Electronics,Wholesale,18,811,Low,58.4,61.1,4.9,6.1,1.2,1,160.18,2153.89,586,0
ORD-100838,2025-07-23 11:46:04.242828552,South,Second Class,Home & Kitchen,Corporate,13,707,Low,76.6,72.5,4.2,5.6,1.4,1,148.0,996.25,387,0
ORD-100839,2025-07-23 17:35:44.629753168,East,Standard Class,Clothing,Retail,14,52,Medium,88.7,52.8,3.2,4.4,1.2,1,98.35,978.08,563,0
ORD-100840,2025-07-23 23:25:25.016677784,North,Standard Class,Sports,Retail,3,283,Low,68.2,38.5,3.8,4.2,0.4,1,92.98,306.33,519,0
ORD-100841,2025-07-24 05:15:05.403602400,West,Standard Class,Sports,Retail,7,766,Low,85.3,40.4,4.9,6.0,1.1,1,114.96,770.26,354,0
ORD-100842,2025-07-24 11:04:45.790527018,East,Second Class,Sports,Corporate,13,405,Medium,58.0,58.3,3.4,4.6,1.2,1,129.51,696.69,180,0
ORD-100843,2025-07-24 16:54:26.177451634,South,Standard Class,Sports,Retail,11,827,Low,55.1,43.9,5.1,6.5,1.4,1,164.19,661.7,414,0
ORD-100844,2025-07-24 22:44:06.564376250,North,Second Class,Home & Kitchen,Retail,14,262,Medium,64.5,59.4,3.3,4.7,1.4,1,98.42,692.38,312,0
ORD-100845,2025-07-25 04:33:46.951300866,West,Standard Class,Clothing,Retail,14,1109,Low,54.9,91.6,5.1,6.4,1.3,1,153.63,1534.99,251,0
ORD-100846,2025-07-25 10:23:27.338225482,South,First Class,Sports,Wholesale,9,299,Low,40.9,42.9,2.8,2.8,0.0,0,73.02,934.78,429,0
ORD-100847,2025-07-25 16:13:07.725150100,East,First Class,Sports,Wholesale,16,981,Low,45.7,60.5,4.1,5.3,1.2,1,161.53,876.79,534,0
ORD-100848,2025-07-25 22:02:48.112074716,North,Standard Class,Electronics,Wholesale,6,1259,Low,35.0,99.1,5.1,6.1,1.0,1,186.58,553.79,111,0
ORD-100849,2025-07-26 03:52:28.498999332,West,Standard Class,Clothing,Retail,2,550,Low,64.5,71.5,4.1,4.8,0.7,1,95.09,231.71,336,0
ORD-100850,2025-07-26 09:42:08.885923948,North,Standard Class,Clothing,Corporate,19,226,High,55.2,59.1,3.6,6.2,2.6,1,104.73,2381.17,469,0
ORD-100851,2025-07-26 15:31:49.272848566,North,First Class,Electronics,Wholesale,1,28,Medium,48.5,62.5,2.3,3.4,1.1,1,37.68,52.8,202,0
ORD-100852,2025-07-26 21:21:29.659773182,West,Standard Class,Clothing,Wholesale,6,553,Medium,44.8,71.9,4.3,4.8,0.5,1,87.71,400.06,211,0
ORD-100853,2025-07-27 03:11:10.046697798,West,Second Class,Clothing,Wholesale,3,191,Low,64.1,92.1,3.1,3.8,0.7,1,77.52,210.01,15,1
ORD-100854,2025-07-27 09:00:50.433622414,North,Standard Class,Sports,Corporate,5,1326,Low,69.0,56.5,5.5,7.0,1.5,1,168.39,511.64,200,0
ORD-100855,2025-07-27 14:50:30.820547030,South,First Class,Electronics,Corporate,8,1461,Medium,34.7,52.9,5.0,6.7,1.7,1,210.15,427.51,356,0
ORD-100856,2025-07-27 20:40:11.207471648,East,Standard Class,Home & Kitchen,Retail,3,1472,Medium,31.8,42.9,5.9,7.7,1.8,1,179.57,204.29,583,0
ORD-100857,2025-07-28 02:29:51.594396264,West,Second Class,Clothing,Retail,10,1385,Low,72.2,66.6,5.3,6.3,1.0,1,198.35,1132.96,320,0
ORD-100858,2025-07-28 08:19:31.981320880,South,Same Day,Sports,Retail,19,888,Medium,30.2,42.5,3.4,3.7,0.3,1,162.5,1670.05,181,0
ORD-100859,2025-07-28 14:09:12.368245496,East,Standard Class,Electronics,Wholesale,3,501,Low,64.9,57.6,4.1,4.6,0.5,1,80.38,165.74,489,0
ORD-100860,2025-07-28 19:58:52.755170112,East,First Class,Clothing,Wholesale,19,681,Low,84.1,50.5,3.6,4.8,1.2,1,143.79,1386.55,120,0
ORD-100861,2025-07-29 01:48:33.142094728,East,Standard Class,Electronics,Retail,9,403,High,84.1,82.2,3.7,5.5,1.8,1,87.22,442.08,120,0
ORD-100862,2025-07-29 07:38:13.529019344,West,Standard Class,Sports,Retail,12,1264,Low,68.3,56.9,5.4,6.5,1.1,1,193.96,871.39,317,0
ORD-100863,2025-07-29 13:27:53.915943960,East,First Class,Clothing,Corporate,9,666,Low,67.8,71.4,3.7,4.1,0.4,1,119.43,677.15,491,0
ORD-100864,2025-07-29 19:17:34.302868580,North,Second Class,Home & Kitchen,Corporate,7,590,Low,95.5,39.3,4.0,5.0,1.0,1,126.94,337.25,135,0
ORD-100865,2025-07-30 01:07:14.689793196,West,Second Class,Clothing,Corporate,3,1041,High,13.0,67.1,4.7,7.8,3.1,1,134.78,153.28,19,1
ORD-100866,2025-07-30 06:56:55.076717812,West,Standard Class,Clothing,Retail,12,573,Low,46.6,45.7,4.4,4.9,0.5,1,118.18,1442.22,436,0
ORD-100867,2025-07-30 12:46:35.463642428,West,Standard Class,Electronics,Wholesale,19,548,Medium,70.3,58.2,4.0,5.6,1.6,1,127.28,2283.64,356,0
ORD-100868,2025-07-30 18:36:15.850567044,North,Standard Class,Sports,Corporate,11,356,Low,48.9,100.0,3.7,4.7,1.0,1,104.45,398.37,414,0
ORD-100869,2025-07-31 00:25:56.237491660,North,Second Class,Clothing,Retail,12,119,Low,77.3,79.9,3.0,3.8,0.8,1,84.17,1154.54,244,0
ORD-100870,2025-07-31 06:15:36.624416276,East,Standard Class,Clothing,Retail,13,76,Low,54.3,62.9,3.6,3.9,0.3,1,93.9,572.97,79,0
ORD-100871,2025-07-31 12:05:17.011340892,North,Standard Class,Electronics,Corporate,8,616,Low,57.4,100.0,4.3,5.7,1.4,1,107.26,914.19,205,0
ORD-100872,2025-07-31 17:54:57.398265508,West,Standard Class,Electronics,Retail,3,1494,Low,50.1,50.4,5.9,7.4,1.5,1,183.5,400.5,287,0
ORD-100873,2025-07-31 23:44:37.785190128,South,Standard Class,Electronics,Retail,11,405,Low,45.6,83.6,4.2,4.9,0.7,1,124.29,1041.51,265,0
ORD-100874,2025-08-01 05:34:18.172114744,East,Standard Class,Home & Kitchen,Wholesale,18,969,Low,45.2,40.5,4.9,5.7,0.8,1,174.66,1707.57,534,0
ORD-100875,2025-08-01 11:23:58.559039360,West,Standard Class,Clothing,Wholesale,7,501,Low,59.9,61.1,4.5,5.1,0.6,1,113.1,507.07,141,0
ORD-100876,2025-08-01 17:13:38.945963976,South,First Class,Electronics,Retail,18,468,Medium,41.1,43.4,3.2,4.6,1.4,1,135.17,1070.63,193,0
ORD-100877,2025-08-01 23:03:19.332888592,South,Second Class,Home & Kitchen,Wholesale,18,261,Medium,72.2,69.1,3.1,4.4,1.3,1,137.23,1491.58,118,0
ORD-100878,2025-08-02 04:52:59.719813208,East,Standard Class,Electronics,Retail,5,854,Low,66.8,65.9,4.7,6.3,1.6,1,133.56,264.14,346,0
ORD-100879,2025-08-02 10:42:40.106737824,East,Second Class,Clothing,Corporate,12,995,Low,74.8,60.1,4.6,5.5,0.9,1,169.35,1216.19,485,0
ORD-100880,2025-08-02 16:32:20.493662440,South,First Class,Sports,Retail,15,538,Low,34.7,82.5,3.2,4.3,1.1,1,124.96,1211.01,531,0
ORD-100881,2025-08-02 22:22:00.880587056,East,Standard Class,Home & Kitchen,Wholesale,10,799,Low,24.4,55.9,5.1,5.8,0.7,1,123.55,542.69,144,0
ORD-100882,2025-08-03 04:11:41.267511672,West,Standard Class,Sports,Wholesale,14,725,Low,54.9,70.2,4.6,5.2,0.6,1,126.51,1294.21,263,0
ORD-100883,2025-08-03 10:01:21.654436292,South,Standard Class,Clothing,Retail,19,421,Low,100.0,78.1,4.0,5.4,1.4,1,149.29,2113.2,444,0
ORD-100884,2025-08-03 15:51:02.041360908,North,Standard Class,Home & Kitchen,Retail,13,1044,Low,77.8,41.3,5.0,6.0,1.0,1,156.08,1213.49,37,0
ORD-100885,2025-08-03 21:40:42.428285524,South,First Class,Electronics,Wholesale,17,840,Low,45.0,53.0,3.8,4.6,0.8,1,166.65,1475.6,429,0
ORD-100886,2025-08-04 03:30:22.815210140,South,Same Day,Home & Kitchen,Retail,17,117,High,62.6,65.9,2.3,4.5,2.2,1,103.35,1967.57,89,0
ORD-100887,2025-08-04 09:20:03.202134756,North,Standard Class,Home & Kitchen,Retail,17,749,Low,68.1,75.1,4.3,5.4,1.1,1,163.75,634.84,29,1
ORD-100888,2025-08-04 15:09:43.589059372,North,Second Class,Home & Kitchen,Retail,18,596,Low,30.4,87.7,3.7,4.7,1.0,1,131.73,1702.52,76,0
ORD-100889,2025-08-04 20:59:23.975983988,East,Standard Class,Electronics,Corporate,5,1198,Low,79.7,61.5,5.3,7.0,1.7,1,150.41,405.54,529,0
ORD-100890,2025-08-05 02:49:04.362908604,South,Second Class,Electronics,Retail,1,474,Medium,52.0,59.9,3.9,4.8,0.9,1,88.77,67.61,411,0
ORD-100891,2025-08-05 08:38:44.749833220,West,First Class,Sports,Retail,4,1435,Low,53.4,51.0,4.9,5.9,1.0,1,170.67,555.29,475,0
ORD-100892,2025-08-05 14:28:25.136757836,North,Standard Class,Clothing,Corporate,5,930,Low,55.4,70.3,5.0,6.2,1.2,1,119.43,394.71,417,0
ORD-100893,2025-08-05 20:18:05.523682456,North,Standard Class,Clothing,Retail,14,213,Medium,75.6,60.2,3.6,5.1,1.5,1,123.24,942.29,479,0
ORD-100894,2025-08-06 02:07:45.910607072,East,Second Class,Home & Kitchen,Retail,11,617,Low,41.4,60.6,4.2,4.6,0.4,1,112.62,580.12,302,0
ORD-100895,2025-08-06 07:57:26.297531688,West,Same Day,Sports,Retail,10,1329,Low,24.3,63.5,4.0,5.5,1.5,1,165.96,1337.75,487,0
ORD-100896,2025-08-06 13:47:06.684456304,South,Standard Class,Clothing,Retail,1,397,Low,60.8,73.8,4.1,5.1,1.0,1,75.84,128.23,43,0
ORD-100897,2025-08-06 19:36:47.071380920,North,Standard Class,Clothing,Retail,14,1063,Medium,18.2,56.0,5.1,6.3,1.2,1,180.37,614.95,353,0
ORD-100898,2025-08-07 01:26:27.458305536,North,Standard Class,Electronics,Wholesale,8,1180,High,49.6,52.6,5.5,8.2,2.7,1,136.85,745.37,455,0
ORD-100899,2025-08-07 07:16:07.845230152,East,Second Class,Electronics,Retail,16,1045,Medium,76.4,71.9,4.6,6.7,2.1,1,190.23,815.4,596,0
ORD-100900,2025-08-07 13:05:48.232154768,South,Second Class,Electronics,Wholesale,3,153,Low,65.4,20.0,3.1,3.3,0.2,0,53.02,313.59,221,0
ORD-100901,2025-08-07 18:55:28.619079384,North,First Class,Home & Kitchen,Retail,6,574,Low,73.8,55.3,3.4,4.8,1.4,1,112.02,503.15,115,0
ORD-100902,2025-08-08 00:45:09.006004000,North,First Class,Sports,Retail,2,535,Low,66.2,46.6,3.2,4.3,1.1,1,85.71,107.02,434,0
ORD-100903,2025-08-08 06:34:49.392928620,South,First Class,Clothing,Retail,6,529,Medium,98.4,84.3,3.1,5.2,2.1,1,131.88,543.38,52,0
ORD-100904,2025-08-08 12:24:29.779853236,West,First Class,Clothing,Retail,19,1321,High,44.4,57.9,4.7,7.9,3.2,1,205.41,2348.4,468,0
ORD-100905,2025-08-08 18:14:10.166777852,East,Standard Class,Sports,Wholesale,10,28,Medium,62.2,56.0,3.3,4.7,1.4,1,63.35,674.97,425,0
ORD-100906,2025-08-09 00:03:50.553702468,South,Second Class,Home & Kitchen,Retail,9,818,Low,47.1,64.2,4.2,5.1,0.9,1,130.87,382.98,417,0
ORD-100907,2025-08-09 05:53:30.940627084,North,Standard Class,Home & Kitchen,Retail,6,1474,Medium,72.2,55.5,5.8,8.3,2.5,1,186.23,792.99,183,0
ORD-100908,2025-08-09 11:43:11.327551700,North,Standard Class,Clothing,Retail,6,1316,Medium,53.9,58.6,5.3,7.5,2.2,1,171.66,330.31,80,0
ORD-100909,2025-08-09 17:32:51.714476316,South,Same Day,Home & Kitchen,Wholesale,14,918,Medium,85.9,66.6,3.5,5.8,2.3,1,166.4,1149.36,368,0
ORD-100910,2025-08-09 23:22:32.101400932,West,Second Class,Clothing,Retail,20,1497,Medium,45.4,58.2,5.7,7.5,1.8,1,221.68,1779.8,224,0
ORD-100911,2025-08-10 05:12:12.488325548,West,Same Day,Clothing,Wholesale,15,615,Low,80.3,58.1,3.1,3.9,0.8,1,120.89,881.3,241,0
ORD-100912,2025-08-10 11:01:52.875250168,West,Standard Class,Home & Kitchen,Retail,15,925,Low,65.7,48.8,4.9,5.9,1.0,1,157.93,805.57,120,0
ORD-100913,2025-08-10 16:51:33.262174784,West,Second Class,Clothing,Retail,10,825,Low,54.4,46.5,4.3,4.9,0.6,1,145.93,482.23,206,0
ORD-100914,2025-08-10 22:41:13.649099400,West,Standard Class,Clothing,Wholesale,2,90,Low,64.8,66.0,3.2,3.2,0.0,0,47.79,85.99,500,0
ORD-100915,2025-08-11 04:30:54.036024016,West,Standard Class,Clothing,Retail,15,80,Medium,59.7,69.9,3.6,5.0,1.4,1,97.54,1251.48,537,0
ORD-100916,2025-08-11 10:20:34.422948632,North,Standard Class,Clothing,Retail,17,1348,High,61.4,42.1,6.0,9.2,3.2,1,203.23,1995.3,215,0
ORD-100917,2025-08-11 16:10:14.809873248,North,Second Class,Clothing,Corporate,11,277,Medium,51.3,77.2,3.3,4.1,0.8,1,91.79,525.77,93,0
ORD-100918,2025-08-11 21:59:55.196797864,South,Standard Class,Sports,Retail,2,545,Low,42.4,77.2,4.7,5.3,0.6,1,106.14,219.47,29,1
ORD-100919,2025-08-12 03:49:35.583722480,East,Same Day,Clothing,Retail,15,943,Low,49.0,80.6,3.5,4.5,1.0,1,140.68,1141.27,121,0
ORD-100920,2025-08-12 09:39:15.970647096,North,Standard Class,Electronics,Retail,19,872,Low,24.7,69.8,4.6,5.3,0.7,1,155.28,754.74,15,1
ORD-100921,2025-08-12 15:28:56.357571712,West,Standard Class,Home & Kitchen,Retail,5,781,Medium,70.2,75.2,4.5,6.0,1.5,1,138.1,453.02,404,0
ORD-100922,2025-08-12 21:18:36.744496332,East,First Class,Clothing,Wholesale,4,1470,Medium,32.8,100.0,5.0,6.6,1.6,1,196.65,279.86,389,0
ORD-100923,2025-08-13 03:08:17.131420948,East,Standard Class,Home & Kitchen,Retail,15,1185,High,51.1,60.2,5.8,9.0,3.2,1,209.79,1423.04,471,0
ORD-100924,2025-08-13 08:57:57.518345564,North,Same Day,Electronics,Corporate,7,1414,Low,66.7,48.3,4.4,5.3,0.9,1,182.7,519.72,206,0
ORD-100925,2025-08-13 14:47:37.905270180,North,Second Class,Clothing,Wholesale,15,995,Low,70.1,40.5,4.5,5.6,1.1,1,173.98,1504.54,501,0
ORD-100926,2025-08-13 20:37:18.292194796,North,Standard Class,Clothing,Corporate,15,1470,Medium,23.1,93.1,5.7,7.5,1.8,1,213.03,1877.97,110,0
ORD-100927,2025-08-14 02:26:58.679119412,West,Second Class,Home & Kitchen,Wholesale,6,910,Low,53.3,93.3,4.7,5.8,1.1,1,150.25,376.69,146,0
ORD-100928,2025-08-14 08:16:39.066044028,East,Second Class,Electronics,Corporate,1,822,High,63.3,50.2,4.5,7.4,2.9,1,118.92,148.94,550,0
ORD-100929,2025-08-14 14:06:19.452968644,East,First Class,Home & Kitchen,Wholesale,12,1227,Low,55.9,53.4,4.5,6.3,1.8,1,189.52,689.72,530,0
ORD-100930,2025-08-14 19:55:59.839893260,South,First Class,Clothing,Retail,9,1306,Low,79.2,59.8,4.4,5.4,1.0,1,185.33,414.62,363,0
ORD-100931,2025-08-15 01:45:40.226817876,South,Second Class,Sports,Retail,18,121,Low,40.2,84.6,2.8,3.5,0.7,1,104.98,963.15,369,0
ORD-100932,2025-08-15 07:35:20.613742496,South,Second Class,Clothing,Wholesale,8,1368,Medium,18.1,44.4,5.6,6.3,0.7,1,164.03,940.38,423,0
ORD-100933,2025-08-15 13:25:01.000667112,West,Standard Class,Electronics,Retail,5,1043,Low,69.6,33.5,5.2,6.8,1.6,1,141.56,528.13,495,0
ORD-100934,2025-08-15 19:14:41.387591728,West,Second Class,Clothing,Wholesale,18,1349,Medium,45.3,99.7,5.3,6.7,1.4,1,197.43,2330.6,146,0
ORD-100935,2025-08-16 01:04:21.774516344,North,Same Day,Electronics,Retail,15,1079,Medium,23.3,70.0,4.2,6.6,2.4,1,155.74,1568.87,50,0
